NAME,MASS,MASS_SINI,SEMI_MAJOR_AXIS,ORBITAL_PERIOD,ECCENTRICITY,OMEGA,TIME_PERIAPSE,PLANETARY_RADIUS,INCLINATION,DETECTION_TYPE,STAR_MASS,STAR_AGE,STAR_TEMP,STAR_RADIUS,STAR_METALLICITY
Kepler-205 c,,,0.122,20.306546,,,,0.146,,Primary Transit,,,4321.0,0.55,0.149
Kepler-206 b,,,0.078,7.781986999999999,,,,0.107,,Primary Transit,0.94,,5764.0,1.19,0.149
Kepler-206 c,,,0.111,13.137471,,,,0.158,,Primary Transit,0.94,,5764.0,1.19,0.149
Kepler-206 d,,,0.163,23.44281,,,,0.106,,Primary Transit,0.94,,5764.0,1.19,0.149
Kepler-207 b,,,0.028999999999999998,1.6118649999999999,,,,0.14,,Primary Transit,,,5920.0,1.59,0.023
Kepler-207 c,,,0.044000000000000004,3.071571,,,,0.134,,Primary Transit,,,5920.0,1.59,0.023
Kepler-207 d,,,0.068,5.868075,,,,0.295,,Primary Transit,,,5920.0,1.59,0.023
Kepler-208 b,,,0.054000000000000006,4.22864,,,,0.145,,Primary Transit,1.03,,6092.0,1.31,
Kepler-208 c,,,0.079,7.466622999999999,,,,0.124,,Primary Transit,1.03,,6092.0,1.31,
Kepler-208 d,,,0.10300000000000001,11.131786,,,,0.107,,Primary Transit,1.03,,6092.0,1.31,
Kepler-208 e,,,0.132,16.259458,,,,0.132,,Primary Transit,1.03,,6092.0,1.31,
Kepler-209 b,,,0.122,16.087845,,,,0.20199999999999999,,Primary Transit,,,5513.0,0.94,0.008
Kepler-209 c,,,0.231,41.749882,,,,0.27699999999999997,,Primary Transit,,,5513.0,0.94,0.008
Kepler-21 b,0.016,,0.0427172,2.78578,0.02,245.0,2456797.9,0.1462,83.2,Primary Transit,1.34,2.84,6131.0,1.86,0.15
Kepler-210 b,,,0.014209999999999999,2.4532,0.44,,,0.3419,77.86,Primary Transit,0.63,,4300.0,0.69,
Kepler-210 c,,,0.037000000000000005,7.9725,0.5,,,0.436,85.73,Primary Transit,0.63,,4300.0,0.69,
Kepler-211 b,,,0.048,4.138575,,,,0.11199999999999999,,Primary Transit,0.97,,5123.0,0.82,0.106
Kepler-211 c,,,0.062,6.04045,,,,0.115,,Primary Transit,0.97,,5123.0,0.82,0.106
Kepler-212 b,,,0.133,16.257582,,,,0.09699999999999999,,Primary Transit,1.16,,5852.0,1.46,
Kepler-212 c,,,0.207,31.805173999999997,,,,0.244,,Primary Transit,1.16,,5852.0,1.46,
Kepler-213 b,,,0.036000000000000004,2.46236,,,,0.145,,Primary Transit,0.94,,5696.0,1.2,0.051
Kepler-213 c,,,0.057,4.822962,,,,0.209,,Primary Transit,0.94,,5696.0,1.2,0.051
Kepler-214 b,,,0.13,15.660544,,,,0.233,,Primary Transit,,,6169.0,1.35,0.359
Kepler-214 c,,,0.19399999999999998,28.7798,,,,0.19,,Primary Transit,,,6169.0,1.35,0.359
Kepler-215 b,,,0.084,9.360672000000001,,,,0.145,,Primary Transit,0.77,,5739.0,1.03,0.618
Kepler-215 c,,,0.113,14.667107999999999,,,,0.158,,Primary Transit,0.77,,5739.0,1.03,0.618
Kepler-215 d,,,0.185,30.864423,,,,0.213,,Primary Transit,0.77,,5739.0,1.03,0.618
Kepler-215 e,,,0.314,68.16101,,,,0.156,,Primary Transit,0.77,,5739.0,1.03,0.618
Kepler-216 b,,,0.079,7.693641,,,,0.21,,Primary Transit,,,6091.0,1.26,0.183
Kepler-216 c,,,0.136,17.406669,,,,0.271,,Primary Transit,,,6091.0,1.26,0.183
Kepler-217 b,,,0.065,5.374943,,,,0.19899999999999998,,Primary Transit,,,6171.0,1.8,
Kepler-217 c,,,0.08900000000000001,8.586003999999999,,,,0.165,,Primary Transit,,,6171.0,1.8,
Kepler-217 d,,,,3.88689525,,,,0.11800000000000001,,Primary Transit,,,6171.0,1.8,
Kepler-218 b,,,0.046,3.6193370000000002,,,,0.132,,Primary Transit,,,5502.0,1.06,0.19399999999999998
Kepler-218 c,,,0.248,44.699576,,,,0.28,,Primary Transit,,,5502.0,1.06,0.19399999999999998
Kepler-218 d,,,,124.52446470000001,,,,0.237,,Primary Transit,,,5502.0,1.06,0.19399999999999998
Kepler-219 b,,,0.057,4.5855120000000005,,,,0.263,,Primary Transit,,,5786.0,1.49,0.02
Kepler-219 c,,,0.165,22.714613,,,,0.319,,Primary Transit,,,5786.0,1.49,0.02
Kepler-219 d,,,0.272,47.903645000000004,,,,0.251,,Primary Transit,,,5786.0,1.49,0.02
Kepler-22 b,0.11,,0.8490000000000001,289.8623,,,,0.21,89.764,Primary Transit,0.97,,5518.0,0.9790000000000001,0.29
Kepler-220 b,,,0.046,4.159807,,,,0.07200000000000001,,Primary Transit,,,4632.0,0.67,
Kepler-220 c,,,0.076,9.034199000000001,,,,0.14,,Primary Transit,,,4632.0,0.67,
Kepler-220 d,,,0.163,28.122396999999996,,,,0.087,,Primary Transit,,,4632.0,0.67,
Kepler-220 e,,,0.226,45.902733000000005,,,,0.11900000000000001,,Primary Transit,,,4632.0,0.67,
Kepler-221 b,,,0.037000000000000005,2.795906,,,,0.153,,Primary Transit,0.72,,5243.0,0.82,0.413
Kepler-221 c,,,0.059000000000000004,5.690586,,,,0.261,,Primary Transit,0.72,,5243.0,0.82,0.413
Kepler-221 d,,,0.087,10.04156,,,,0.244,,Primary Transit,0.72,,5243.0,0.82,0.413
Kepler-221 e,,,0.13,18.369917,,,,0.235,,Primary Transit,0.72,,5243.0,0.82,0.413
Kepler-222 b,,,0.048,3.936981,,,,0.282,,Primary Transit,,,5433.0,0.87,0.15
Kepler-222 c,,,0.091,10.08881,,,,0.414,,Primary Transit,,,5433.0,0.87,0.15
Kepler-222 d,,,0.18,28.081912,,,,0.32899999999999996,,Primary Transit,,,5433.0,0.87,0.15
Kepler-223 b,,,0.073,7.384108,,,,0.151,,Primary Transit,,,5829.0,1.02,0.21100000000000002
Kepler-223 c,,,0.08800000000000001,9.848183,,,,0.17800000000000002,,Primary Transit,,,5829.0,1.02,0.21100000000000002
Kepler-223 d,,,0.11599999999999999,14.788758999999999,,,,0.266,,Primary Transit,,,5829.0,1.02,0.21100000000000002
Kepler-223 e,,,0.14,19.721733999999998,,,,0.214,,Primary Transit,,,5829.0,1.02,0.21100000000000002
Kepler-224 b,,,0.038,3.132924,,,,0.124,,Primary Transit,0.74,,5018.0,0.68,0.309
Kepler-224 c,,,0.057999999999999996,5.925003,,,,0.278,,Primary Transit,0.74,,5018.0,0.68,0.309
Kepler-224 d,,,0.08900000000000001,11.349393,,,,0.205,,Primary Transit,0.74,,5018.0,0.68,0.309
Kepler-224 e,,,0.124,18.643577,,,,0.17600000000000002,,Primary Transit,0.74,,5018.0,0.68,0.309
Kepler-225 b,,,0.055999999999999994,6.738975,,,,0.107,,Primary Transit,,,3682.0,0.48,0.185
Kepler-225 c,,,0.111,18.794234,,,,0.16399999999999998,,Primary Transit,,,3682.0,0.48,0.185
Kepler-226 b,,,0.047,3.9409970000000003,,,,0.138,,Primary Transit,0.86,,5571.0,0.8,0.145
Kepler-226 c,,,0.057999999999999996,5.3495550000000005,,,,0.203,,Primary Transit,0.86,,5571.0,0.8,0.145
Kepler-226 d,,,0.076,8.109044,,,,0.109,,Primary Transit,0.86,,5571.0,0.8,0.145
Kepler-227 b,,,0.09,9.488014999999999,,,,0.27699999999999997,,Primary Transit,,,5854.0,1.09,0.136
Kepler-227 c,,,0.29,54.418693999999995,,,,0.271,,Primary Transit,,,5854.0,1.09,0.136
Kepler-228 b,,,0.038,2.5665459999999998,,,,0.136,,Primary Transit,,,6043.0,1.01,0.067
Kepler-228 c,,,0.052000000000000005,4.134444,,,,0.24100000000000002,,Primary Transit,,,6043.0,1.01,0.067
Kepler-228 d,,,0.10099999999999999,11.094286,,,,0.36,,Primary Transit,,,6043.0,1.01,0.067
Kepler-229 b,,,0.062,6.252972,,,,0.196,,Primary Transit,,,5120.0,0.73,0.109
Kepler-229 c,,,0.11699999999999999,16.068638,,,,0.439,,Primary Transit,,,5120.0,0.73,0.109
Kepler-229 d,,,0.22,41.194912,,,,0.34299999999999997,,Primary Transit,,,5120.0,0.73,0.109
Kepler-23 b,0.0478,,0.075,7.1069949999999995,0.06,,,0.1511,,Primary Transit,1.11,,5760.0,1.52,
Kepler-23 c,0.18899999999999997,,0.099,10.742434,0.02,,,0.278,,Primary Transit,1.11,,5760.0,1.52,
Kepler-23 d,0.055,,0.124,15.274289999999999,0.08,,,0.1994,,Primary Transit,1.11,,5760.0,1.52,
Kepler-230 b,,,0.191,32.625555,,,,0.38,,Primary Transit,,,5588.0,0.82,0.29100000000000004
Kepler-230 c,,,0.38,91.77324200000001,,,,0.182,,Primary Transit,,,5588.0,0.82,0.29100000000000004
Kepler-231 b,,,0.07400000000000001,10.065275,,,,0.154,,Primary Transit,0.58,,3767.0,0.49,0.011000000000000001
Kepler-231 c,,,0.114,19.271566,,,,0.172,,Primary Transit,0.58,,3767.0,0.49,0.011000000000000001
Kepler-232 b,,,0.054000000000000006,4.431222,,,,0.275,,Primary Transit,,,5847.0,0.97,0.083
Kepler-232 c,,,0.10099999999999999,11.379349000000001,,,,0.342,,Primary Transit,,,5847.0,0.97,0.083
Kepler-233 b,,,0.077,8.472382000000001,,,,0.217,,Primary Transit,,,5360.0,0.76,0.067
Kepler-233 c,,,0.287,60.418955000000004,,,,0.242,,Primary Transit,,,5360.0,0.76,0.067
Kepler-234 b,,,0.04,2.711506,,,,0.33,,Primary Transit,,,6224.0,1.11,0.075
Kepler-234 c,,,0.077,7.21205,,,,0.313,,Primary Transit,,,6224.0,1.11,0.075
Kepler-235 b,,,0.037000000000000005,3.3402220000000002,,,,0.19899999999999998,,Primary Transit,0.59,,4255.0,0.55,0.087
Kepler-235 c,,,0.065,7.824903999999999,,,,0.114,,Primary Transit,0.59,,4255.0,0.55,0.087
Kepler-235 d,,,0.122,20.060548,,,,0.183,,Primary Transit,0.59,,4255.0,0.55,0.087
Kepler-235 e,,,0.213,46.183669,,,,0.198,,Primary Transit,0.59,,4255.0,0.55,0.087
Kepler-236 b,,,0.065,8.295611,,,,0.14,,Primary Transit,0.56,,3750.0,0.51,0.11900000000000001
Kepler-236 c,,,0.132,23.968127,,,,0.17800000000000002,,Primary Transit,0.56,,3750.0,0.51,0.11900000000000001
Kepler-237 b,,,0.05,4.715106,,,,0.126,,Primary Transit,0.7,,4861.0,0.72,0.077
Kepler-237 c,,,0.071,8.103636,,,,0.18600000000000003,,Primary Transit,0.7,,4861.0,0.72,0.077
Kepler-238 b,,,0.034,2.0908759999999997,,,,0.154,,Primary Transit,1.43,,5614.0,0.9,0.14300000000000002
Kepler-238 c,,,0.069,6.155557,,,,0.213,,Primary Transit,1.43,,5614.0,0.9,0.14300000000000002
Kepler-238 d,,,0.115,13.233548999999998,,,,0.27399999999999997,,Primary Transit,1.43,,5614.0,0.9,0.14300000000000002
Kepler-238 e,0.626,,,23.654,,,,0.501,,Primary Transit,1.43,,5614.0,0.9,0.14300000000000002
Kepler-238 f,0.055999999999999994,,,50.446999999999996,,,,0.179,,Primary Transit,1.43,,5614.0,0.9,0.14300000000000002
Kepler-239 b,,,0.095,11.763050999999999,,,,0.20800000000000002,,Primary Transit,0.74,,4914.0,0.76,0.016
Kepler-239 c,,,0.268,56.228097999999996,,,,0.22399999999999998,,Primary Transit,0.74,,4914.0,0.76,0.016
Kepler-24 b,1.6,,0.08,8.1453,,,,0.21,,Primary Transit,1.03,,5800.0,1.07,
Kepler-24 c,1.6,,0.106,12.3335,,,,0.25,,Primary Transit,1.03,,5800.0,1.07,
Kepler-240 b,,,0.048,4.144495,,,,0.122,,Primary Transit,,,4985.0,0.74,0.08900000000000001
Kepler-240 c,,,0.07400000000000001,7.9535279999999995,,,,0.196,,Primary Transit,,,4985.0,0.74,0.08900000000000001
Kepler-241 b,,,0.094,12.718092,,,,0.20800000000000002,,Primary Transit,,,4699.0,0.67,0.243
Kepler-241 c,,,0.18899999999999997,36.065978,,,,0.22899999999999998,,Primary Transit,,,4699.0,0.67,0.243
Kepler-242 b,,,0.075,8.20395,,,,0.233,,Primary Transit,,,5020.0,0.85,0.10300000000000001
Kepler-242 c,,,0.109,14.496481,,,,0.17800000000000002,,Primary Transit,,,5020.0,0.85,0.10300000000000001
Kepler-243 b,,,0.062,5.7154419999999995,,,,0.21899999999999997,,Primary Transit,0.89,,5228.0,0.84,0.24100000000000002
Kepler-243 c,,,0.142,20.026218,,,,0.17800000000000002,,Primary Transit,0.89,,5228.0,0.84,0.24100000000000002
Kepler-244 b,,,0.05,4.311792,,,,0.24600000000000002,,Primary Transit,,,5554.0,0.8,0.191
Kepler-244 c,,,0.087,9.767292,,,,0.183,,Primary Transit,,,5554.0,0.8,0.191
Kepler-244 d,,,0.14,20.050401,,,,0.20600000000000002,,Primary Transit,,,5554.0,0.8,0.191
Kepler-245 b,,,0.071,7.490189999999999,,,,0.22899999999999998,,Primary Transit,0.8,,5100.0,0.8,0.027999999999999997
Kepler-245 c,,,0.124,17.460812,,,,0.19399999999999998,,Primary Transit,0.8,,5100.0,0.8,0.027999999999999997
Kepler-245 d,,,0.20199999999999999,36.277108,,,,0.27,,Primary Transit,0.8,,5100.0,0.8,0.027999999999999997
Kepler-245 e,,,,3.21982106,,,,0.156,,Primary Transit,0.8,,5100.0,0.8,0.027999999999999997
Kepler-246 b,,,0.052000000000000005,4.60182,,,,0.209,,Primary Transit,0.86,,5206.0,0.83,0.14300000000000002
Kepler-246 c,,,0.095,11.187161,,,,0.134,,Primary Transit,0.86,,5206.0,0.83,0.14300000000000002
Kepler-247 b,,,0.042,3.33616,,,,0.146,,Primary Transit,0.884,,5094.0,0.7909999999999999,0.21
Kepler-247 c,,,0.084,9.439452000000001,,,,0.365,,Primary Transit,0.884,,5094.0,0.7909999999999999,0.21
Kepler-247 d,,,0.14,20.477912,,,,0.35200000000000004,,Primary Transit,0.884,,5094.0,0.7909999999999999,0.21
Kepler-248 b,,,0.066,6.308205,,,,0.26899999999999996,,Primary Transit,,,5190.0,0.83,0.171
Kepler-248 c,,,0.12300000000000001,16.239494,,,,0.363,,Primary Transit,,,5190.0,0.83,0.171
Kepler-249 b,,,0.035,3.306539,,,,0.09699999999999999,,Primary Transit,,,3568.0,0.48,0.221
Kepler-249 c,,,0.057999999999999996,7.113702,,,,0.135,,Primary Transit,,,3568.0,0.48,0.221
Kepler-249 d,,,0.09699999999999999,15.368459,,,,0.14,,Primary Transit,,,3568.0,0.48,0.221
Kepler-25 b,0.027999999999999997,,0.068,6.238536900000001,0.05,,,0.2411,,Primary Transit,1.22,,6190.0,1.36,0.01
Kepler-25 c,0.045,,0.11,12.720367800000002,0.01,,,0.4598,,Primary Transit,1.22,,6190.0,1.36,0.01
Kepler-25 d,0.2829,0.2829,,123.0,,,,,,Radial Velocity,1.22,,6190.0,1.36,0.01
Kepler-250 b,,,0.048,4.148141000000001,,,,0.10099999999999999,,Primary Transit,0.8,,5160.0,0.81,0.063
Kepler-250 c,,,0.069,7.156803999999999,,,,0.203,,Primary Transit,0.8,,5160.0,0.81,0.063
Kepler-250 d,,,0.127,17.648312,,,,0.19399999999999998,,Primary Transit,0.8,,5160.0,0.81,0.063
Kepler-251 b,,,0.053,4.790936,,,,0.11900000000000001,,Primary Transit,0.91,,5526.0,0.89,0.156
Kepler-251 c,,,0.122,16.514043,,,,0.247,,Primary Transit,0.91,,5526.0,0.89,0.156
Kepler-251 d,,,0.182,30.133001,,,,0.247,,Primary Transit,0.91,,5526.0,0.89,0.156
Kepler-251 e,,,0.40399999999999997,99.64016099999999,,,,0.247,,Primary Transit,0.91,,5526.0,0.89,0.156
Kepler-252 b,,,0.057999999999999996,6.668391000000001,,,,0.11,,Primary Transit,0.52,,4208.0,0.55,0.67
Kepler-252 c,,,0.08,10.848463,,,,0.192,,Primary Transit,0.52,,4208.0,0.55,0.67
Kepler-253 b,,,0.046,3.783986,,,,0.145,,Primary Transit,,,5208.0,0.79,0.052000000000000005
Kepler-253 c,,,0.08900000000000001,10.281951,,,,0.23600000000000002,,Primary Transit,,,5208.0,0.79,0.052000000000000005
Kepler-253 d,,,0.13,18.119869,,,,0.28300000000000003,,Primary Transit,,,5208.0,0.79,0.052000000000000005
Kepler-254 b,,,0.064,5.826662000000001,,,,0.345,,Primary Transit,,,5957.0,0.91,0.191
Kepler-254 c,,,0.105,12.412183,,,,0.192,,Primary Transit,,,5957.0,0.91,0.191
Kepler-254 d,,,0.139,18.746477,,,,0.223,,Primary Transit,,,5957.0,0.91,0.191
Kepler-255 b,,,0.063,5.714606,,,,0.138,,Primary Transit,0.97,,5573.0,0.93,0.212
Kepler-255 c,,,0.092,9.946047,,,,0.267,,Primary Transit,0.97,,5573.0,0.93,0.212
Kepler-255 d,,,,1.04562266,,,,0.11800000000000001,,Primary Transit,0.97,,5573.0,0.93,0.212
Kepler-256 b,,,0.027000000000000003,1.620493,,,,0.142,,Primary Transit,1.02,,5551.0,1.3,0.061
Kepler-256 c,,,0.045,3.3880199999999996,,,,0.192,,Primary Transit,1.02,,5551.0,1.3,0.061
Kepler-256 d,,,0.064,5.8391720000000005,,,,0.221,,Primary Transit,1.02,,5551.0,1.3,0.061
Kepler-256 e,,,0.096,10.681572000000001,,,,0.21,,Primary Transit,1.02,,5551.0,1.3,0.061
Kepler-257 b,,,0.034,2.3826669999999996,,,,0.233,,Primary Transit,,,5180.0,1.04,0.315
Kepler-257 c,,,0.066,6.581484,,,,0.483,,Primary Transit,,,5180.0,1.04,0.315
Kepler-257 d,,,0.16,24.664551,,,,0.442,,Primary Transit,,,5180.0,1.04,0.315
Kepler-258 b,,,0.10300000000000001,13.197220000000002,,,,0.36200000000000004,,Primary Transit,0.8,,4942.0,0.92,0.415
Kepler-258 c,,,0.193,33.653079,,,,0.322,,Primary Transit,0.8,,4942.0,0.92,0.415
Kepler-259 b,,,0.079,8.115317,,,,0.25,,Primary Transit,,,5938.0,0.9,0.165
Kepler-259 c,,,0.217,36.924931,,,,0.24100000000000002,,Primary Transit,,,5938.0,0.9,0.165
Kepler-26 b,0.00875,,0.085,12.2829,,,,0.248,,Primary Transit,0.65,,4500.0,0.59,0.21
Kepler-26 c,0.01949,,0.107,17.2513,,,,0.243,,Primary Transit,0.65,,4500.0,0.59,0.21
Kepler-26 e,,,0.22,46.827915000000004,,,,0.215,,Primary Transit,0.65,,4500.0,0.59,0.21
Kepler-260 b,,,0.075,8.187399000000001,,,,0.179,,Primary Transit,0.88,,5250.0,0.86,0.034
Kepler-260 c,,,0.332,76.050178,,,,0.155,,Primary Transit,0.88,,5250.0,0.86,0.034
Kepler-261 b,,,0.08800000000000001,10.381227,,,,0.19399999999999998,,Primary Transit,0.87,,5098.0,0.79,0.14
Kepler-261 c,,,0.156,24.570857999999998,,,,0.17800000000000002,,Primary Transit,0.87,,5098.0,0.79,0.14
Kepler-262 b,,,0.10800000000000001,13.060855,,,,0.121,,Primary Transit,,,5841.0,0.88,0.115
Kepler-262 c,,,0.152,21.853722,,,,0.146,,Primary Transit,,,5841.0,0.88,0.115
Kepler-263 b,,,0.12,16.568087,,,,0.23800000000000002,,Primary Transit,,,5265.0,0.79,0.11
Kepler-263 c,,,0.242,47.332772999999996,,,,0.22,,Primary Transit,,,5265.0,0.79,0.11
Kepler-264 b,,,0.249,40.806231,,,,0.297,,Primary Transit,1.32,,6158.0,1.55,0.19
Kepler-264 c,,,0.5660000000000001,140.10126100000002,,,,0.252,,Primary Transit,1.32,,6158.0,1.55,0.19
Kepler-265 b,,,0.069,6.846261999999999,,,,0.166,,Primary Transit,1.03,,5835.0,1.1,0.311
Kepler-265 c,,,0.127,17.028937,,,,0.235,,Primary Transit,1.03,,5835.0,1.1,0.311
Kepler-265 d,,,0.23600000000000002,43.130617,,,,0.222,,Primary Transit,1.03,,5835.0,1.1,0.311
Kepler-265 e,,,0.319,67.831024,,,,0.231,,Primary Transit,1.03,,5835.0,1.1,0.311
Kepler-266 b,,,0.071,6.61833,,,,0.221,,Primary Transit,0.99,,5885.0,1.03,0.106
Kepler-266 c,,,0.457,107.723601,,,,0.34700000000000003,,Primary Transit,0.99,,5885.0,1.03,0.106
Kepler-267 b,,,0.037000000000000005,3.353728,,,,0.177,,Primary Transit,0.56,,4258.0,0.56,0.027999999999999997
Kepler-267 c,,,0.06,6.87745,,,,0.19,,Primary Transit,0.56,,4258.0,0.56,0.027999999999999997
Kepler-267 d,,,0.154,28.464515000000002,,,,0.203,,Primary Transit,0.56,,4258.0,0.56,0.027999999999999997
Kepler-268 b,,,0.18,25.934138,,,,0.22699999999999998,,Primary Transit,,,6081.0,1.27,0.114
Kepler-268 c,,,0.391,83.446393,,,,0.302,,Primary Transit,,,6081.0,1.27,0.114
Kepler-269 b,,,0.061,5.326718,,,,0.22,,Primary Transit,0.98,,5847.0,0.96,0.02
Kepler-269 c,,,0.081,8.127899000000001,,,,0.151,,Primary Transit,0.98,,5847.0,0.96,0.02
Kepler-27 b,9.11,,0.11800000000000001,15.3348,,,,0.36,,Primary Transit,0.65,,5400.0,0.59,0.41
Kepler-27 c,13.8,,0.191,31.3309,,,,0.44,,Primary Transit,0.65,,5400.0,0.59,0.41
Kepler-270 b,,,0.107,11.476094,,,,0.179,,Primary Transit,,,6067.0,1.46,0.151
Kepler-270 c,,,0.18,25.262887,,,,0.158,,Primary Transit,,,6067.0,1.46,0.151
Kepler-271 b,,,0.055999999999999994,5.217738,,,,0.079,,Primary Transit,,,5524.0,0.88,0.951
Kepler-271 c,,,0.071,7.410935,,,,0.08900000000000001,,Primary Transit,,,5524.0,0.88,0.951
Kepler-271 d,,,,5.24972541,,,,0.059000000000000004,,Primary Transit,,,5524.0,0.88,0.951
Kepler-272 b,,,0.038,2.9713529999999997,,,,0.128,,Primary Transit,0.79,,5297.0,0.93,0.161
Kepler-272 c,,,0.061,6.057342,,,,0.16,,Primary Transit,0.79,,5297.0,0.93,0.161
Kepler-272 d,,,0.091,10.937304,,,,0.201,,Primary Transit,0.79,,5297.0,0.93,0.161
Kepler-273 b,,,0.037000000000000005,2.936532,,,,0.134,,Primary Transit,,,5626.0,0.81,0.478
Kepler-273 c,,,0.073,8.014927,,,,0.177,,Primary Transit,,,5626.0,0.81,0.478
Kepler-274 b,,,0.10099999999999999,11.634788,,,,0.13699999999999998,,Primary Transit,,,6023.0,1.01,0.188
Kepler-274 c,,,0.204,33.197860999999996,,,,0.16399999999999998,,Primary Transit,,,6023.0,1.01,0.188
Kepler-275 b,,,0.098,10.300682,,,,0.209,,Primary Transit,1.24,,6165.0,1.38,0.184
Kepler-275 c,,,0.132,16.088134,,,,0.302,,Primary Transit,1.24,,6165.0,1.38,0.184
Kepler-275 d,,,0.22399999999999998,35.676062,,,,0.297,,Primary Transit,1.24,,6165.0,1.38,0.184
Kepler-276 b,,,0.11900000000000001,14.12841,,,,0.256,,Primary Transit,0.96,,5812.0,0.95,0.012
Kepler-276 c,0.045,,,31.884,,,,0.259,,Primary Transit,0.96,,5812.0,0.95,0.012
Kepler-276 d,0.044000000000000004,,,48.648,,,,0.25,,Primary Transit,0.96,,5812.0,0.95,0.012
Kepler-277 b,0.28,,,17.324,,,,0.261,,Primary Transit,1.19,,6306.0,1.65,0.315
Kepler-277 c,0.21,,,33.006,,,,0.3,,Primary Transit,1.19,,6306.0,1.65,0.315
Kepler-278 b,,,0.207,30.158559999999998,0.04,,,0.409,,Primary Transit,,,4991.0,2.94,0.42200000000000004
Kepler-278 c,,,0.294,51.0851,0.51,,,0.295,,Primary Transit,,,4991.0,2.94,0.42200000000000004
Kepler-279 b,,,0.11199999999999999,12.309681,,,,0.32299999999999995,,Primary Transit,1.23,,6562.0,1.27,0.57
Kepler-279 c,0.171,,0.23199999999999998,35.736,,,,0.385,,Primary Transit,1.23,,6562.0,1.27,0.57
Kepler-279 d,0.13,,0.30728,54.413999999999994,,,,0.27699999999999997,,Primary Transit,1.23,,6562.0,1.27,0.57
Kepler-28 b,1.51,,0.062,5.9123,,,,0.32,,Primary Transit,0.75,,4590.0,0.7,0.34
Kepler-28 c,1.36,,0.081,8.9858,,,,0.3,,Primary Transit,0.75,,4590.0,0.7,0.34
Kepler-280 b,,,0.032,2.1395419999999996,,,,0.129,,Primary Transit,0.91,,5744.0,0.89,0.16899999999999998
Kepler-280 c,,,0.055999999999999994,4.807091000000001,,,,0.179,,Primary Transit,0.91,,5744.0,0.89,0.16899999999999998
Kepler-281 b,,,0.11699999999999999,14.646007999999998,,,,0.252,,Primary Transit,0.98,,5723.0,0.9,0.012
Kepler-281 c,,,0.215,36.337373,,,,0.474,,Primary Transit,0.98,,5723.0,0.9,0.012
Kepler-282 b,,,0.08199999999999999,9.220524000000001,,,,0.09,,Primary Transit,1.09,,5876.0,1.01,0.374
Kepler-282 c,,,0.106,13.638723,,,,0.107,,Primary Transit,1.09,,5876.0,1.01,0.374
Kepler-282 d,0.204,,,24.805999999999997,,,,0.22,,Primary Transit,1.09,,5876.0,1.01,0.374
Kepler-282 e,0.192,,,44.347,,,,0.27699999999999997,,Primary Transit,1.09,,5876.0,1.01,0.374
Kepler-283 b,,,0.08199999999999999,11.008151,,,,0.19,,Primary Transit,,,4351.0,0.57,0.26
Kepler-283 c,,,0.341,92.743711,,,,0.162,,Primary Transit,,,4351.0,0.57,0.26
Kepler-284 b,,,0.10400000000000001,12.699149,,,,0.2,,Primary Transit,,,5615.0,0.81,0.145
Kepler-284 c,,,0.213,37.514456,,,,0.233,,Primary Transit,,,5615.0,0.81,0.145
Kepler-285 b,,,0.036000000000000004,2.633867,,,,0.12,,Primary Transit,0.85,,5411.0,0.81,0.063
Kepler-285 c,,,0.064,6.186676,,,,0.1,,Primary Transit,0.85,,5411.0,0.81,0.063
Kepler-286 b,,,0.027000000000000003,1.796302,,,,0.111,,Primary Transit,,,5580.0,0.86,0.165
Kepler-286 c,,,0.042,3.468095,,,,0.122,,Primary Transit,,,5580.0,0.86,0.165
Kepler-286 d,,,0.061,5.914323,,,,0.11900000000000001,,Primary Transit,,,5580.0,0.86,0.165
Kepler-286 e,,,0.17600000000000002,29.221289000000002,,,,0.158,,Primary Transit,,,5580.0,0.86,0.165
Kepler-287 b,,,0.145,20.342199,,,,0.20800000000000002,,Primary Transit,,,5806.0,1.03,0.077
Kepler-287 c,,,0.24600000000000002,44.851896,,,,0.29100000000000004,,Primary Transit,,,5806.0,1.03,0.077
Kepler-288 b,,,0.065,6.097326,,,,0.149,,Primary Transit,0.89,,5918.0,1.09,0.21899999999999997
Kepler-288 c,,,0.14,19.305772,,,,0.254,,Primary Transit,0.89,,5918.0,1.09,0.21899999999999997
Kepler-288 d,,,0.287,56.633742000000005,,,,0.23800000000000002,,Primary Transit,0.89,,5918.0,1.09,0.21899999999999997
Kepler-289 b,0.023,0.023,0.21,34.545,0.024,28.0,,0.192,89.59,Primary Transit,1.08,0.65,5990.0,1.0,0.05
Kepler-289 c,0.013000000000000001,0.013000000000000001,0.33,66.0634,0.0115,72.0,,0.239,89.73,Primary Transit,1.08,0.65,5990.0,1.0,0.05
Kepler-289 d,0.415,0.415,0.51,125.8518,0.0033,45.0,,1.034,89.794,Primary Transit,1.08,0.65,5990.0,1.0,0.05
Kepler-29 b,0.0142,,0.09,10.3376,,,,0.299,,Primary Transit,1.0,,5750.0,0.96,0.0
Kepler-29 c,0.013000000000000001,,0.11,13.2907,,,,0.28,,Primary Transit,1.0,,5750.0,0.96,0.0
Kepler-290 b,,,0.11,14.589347,,,,0.201,,Primary Transit,,,5147.0,0.74,0.061
Kepler-290 c,,,0.205,36.770309999999995,,,,0.24100000000000002,,Primary Transit,,,5147.0,0.74,0.061
